-14.75,14.75,0,-0.006031787
-14.75,14.25,0,-0.020792955
-14.75,13.75,0,-2.19E-03
-14.75,13.25,0,0.037182061
-14.75,12.75,0,0.004056688
-14.75,12.25,0,-0.009524171
-14.75,11.75,0,-0.007317082
-14.75,11.25,0,0.000412686
-14.75,10.75,0,-0.000678863
-14.75,10.25,0,-0.005804644
-14.75,9.75,0,0.008705856
-14.75,9.25,0,0.060666842
-14.75,8.75,0,0.007063924
-14.75,8.25,0,-0.00196768
-14.75,7.75,0,-0.007240677
-14.75,7.25,0,-0.015171384
-14.75,6.75,0,0.001770416
-14.75,6.25,0,0.006005129
-14.75,5.75,0,0.001067482
-14.75,5.25,0,0.001729565
-14.75,4.75,0,-0.003989014
-14.75,4.25,0,-0.006204826
-14.75,3.75,0,-0.005438698
-14.75,3.25,0,-0.017580824
-14.75,2.75,0,0.010851935
-14.75,2.25,0,0.010171912
-14.75,1.75,0,-0.003087117
-14.75,1.25,0,-0.015291653
-14.75,0.75,0,0.003430747
-14.75,0.25,0,0.039739532
-14.75,-0.25,0,0.005371568
-14.75,-0.75,0,0.004475816
-14.75,-1.25,0,0.018364266
-14.75,-1.75,0,-0.006008046
-14.75,-2.25,0,-0.011341389
-14.75,-2.75,0,-0.010911109
-14.75,-3.25,0,-0.003733174
-14.75,-3.75,0,-0.004097991
-14.75,-4.25,0,-0.011303943
-14.75,-4.75,0,-0.013562313
-14.75,-5.25,0,0.000380521
-14.75,-5.75,0,0.001413071
-14.75,-6.25,0,0.000372668
-14.75,-6.75,0,0.009976934
-14.75,-7.25,0,0.029312223
-14.75,-7.75,0,0.001487513
-14.75,-8.25,0,-0.010183602
-14.75,-8.75,0,0.003125332
-14.75,-9.25,0,0.029813634
-14.75,-9.75,0,0.029242668
-14.75,-10.25,0,0.007025807
-14.75,-10.75,0,-1.32E-03
-14.75,-11.25,0,-0.018399535
-14.75,-11.75,0,0.024615986
-14.75,-12.25,0,0.002959562
-14.75,-12.75,0,-0.001223269
-14.75,-13.25,0,0.000172057
-14.75,-13.75,0,0.010097442
-14.75,-14.25,0,0.000752672
-14.75,-14.75,0,0.006601042
-14.25,14.75,0,-0.003455304
-14.25,14.25,0,-0.010116296
-14.25,13.75,0,-0.008291576
-14.25,13.25,0,-0.003227407
-14.25,12.75,0,0.012453926
-14.25,12.25,0,-0.007325898
-14.25,11.75,0,-0.012488957
-14.25,11.25,0,0.00207446
-14.25,10.75,0,0.000702213
-14.25,10.25,0,0.001583786
-14.25,9.75,0,0.01033341
-14.25,9.25,0,0.031040784
-14.25,8.75,0,5.02E-03
-14.25,8.25,0,-0.004100051
-14.25,7.75,0,-0.02584054
-14.25,7.25,0,-0.006483045
-14.25,6.75,0,-0.000138372
-14.25,6.25,0,0.002035724
-14.25,5.75,0,0.00216317
-14.25,5.25,0,0.00125565
-14.25,4.75,0,-0.004899815
-14.25,4.25,0,-0.004981532
-14.25,3.75,0,-7.81E-03
-14.25,3.25,0,-0.005948473
-14.25,2.75,0,-2.21E-03
-14.25,2.25,0,-0.000384431
-14.25,1.75,0,-0.004591187
-14.25,1.25,0,-0.008276168
-14.25,0.75,0,-0.00346565
-14.25,0.25,0,0.009053733
-14.25,-0.25,0,0.001053876
-14.25,-0.75,0,0.019079022
-14.25,-1.25,0,0.010949989
-14.25,-1.75,0,-0.017704673
-14.25,-2.25,0,-0.009979459
-14.25,-2.75,0,-0.019323858
-14.25,-3.25,0,0.007024884
-14.25,-3.75,0,0.006062096
-14.25,-4.25,0,0.007066293
-14.25,-4.75,0,0.014771727
-14.25,-5.25,0,0.002645974
-14.25,-5.75,0,0.002754722
-14.25,-6.25,0,-0.000530143
-14.25,-6.75,0,-0.001424757
-14.25,-7.25,0,0.00163903
-14.25,-7.75,0,0.011091728
-14.25,-8.25,0,0.004230203
-14.25,-8.75,0,0.005287771
-14.25,-9.25,0,0.014481416
-14.25,-9.75,0,0.0079039
-14.25,-10.25,0,0.006002622
-14.25,-10.75,0,0.001159771
-14.25,-11.25,0,0.00024858
-14.25,-11.75,0,0.011597038
-14.25,-12.25,0,-0.005719175
-14.25,-12.75,0,-0.002830467
-14.25,-13.25,0,-0.013751205
-14.25,-13.75,0,-0.014503744
-14.25,-14.25,0,-0.007978566
-14.25,-14.75,0,0.00562588
-13.75,14.75,0,-0.003264725
-13.75,14.25,0,-0.003911733
-13.75,13.75,0,0.011522658
-13.75,13.25,0,0.054426111
-13.75,12.75,0,0.117059071
-13.75,12.25,0,0.008181281
-13.75,11.75,0,-0.015728787
-13.75,11.25,0,2.79E-05
-13.75,10.75,0,0.005417757
-13.75,10.25,0,0.003375116
-13.75,9.75,0,0.008298977
-13.75,9.25,0,0.021699147
-13.75,8.75,0,0.001703892
-13.75,8.25,0,-0.002106317
-13.75,7.75,0,-0.005934753
-13.75,7.25,0,0.009634002
-13.75,6.75,0,0.005516049
-13.75,6.25,0,-5.85E-05
-13.75,5.75,0,-0.001163893
-13.75,5.25,0,0.002762002
-13.75,4.75,0,-0.015232368
-13.75,4.25,0,-0.014063775
-13.75,3.75,0,-0.00049606
-13.75,3.25,0,0.002565505
-13.75,2.75,0,-0.002648445
-13.75,2.25,0,-0.012889178
-13.75,1.75,0,-0.005585191
-13.75,1.25,0,0.041166062
-13.75,0.75,0,2.07E-03
-13.75,0.25,0,-0.005402397
-13.75,-0.25,0,-0.006489647
-13.75,-0.75,0,0.003151364
-13.75,-1.25,0,-0.000808246
-13.75,-1.75,0,-0.038218947
-13.75,-2.25,0,-0.021092136
