-14.75,14.75,0,1356485.033
-14.75,14.25,0,962579.3753
-14.75,13.75,0,374561.4153
-14.75,13.25,0,1676591.333
-14.75,12.75,0,3099592.314
-14.75,12.25,0,1797921.473
-14.75,11.75,0,1259024.536
-14.75,11.25,0,516837.4296
-14.75,10.75,0,-2203985.883
-14.75,10.25,0,-294292.9747
-14.75,9.75,0,-1904748.399
-14.75,9.25,0,-885739.7922
-14.75,8.75,0,903950.4375
-14.75,8.25,0,2486541.291
-14.75,7.75,0,-3613487.916
-14.75,7.25,0,-1703266.677
-14.75,6.75,0,386620.3437
-14.75,6.25,0,3451343.348
-14.75,5.75,0,-3062681.257
-14.75,5.25,0,-33613.952
-14.75,4.75,0,-154688.472
-14.75,4.25,0,2158241.228
-14.75,3.75,0,422207.7177
-14.75,3.25,0,-898544.2739
-14.75,2.75,0,-2065130.737
-14.75,2.25,0,-1061971.925
-14.75,1.75,0,1880523.758
-14.75,1.25,0,1020558.278
-14.75,0.75,0,-467203.9407
-14.75,0.25,0,-2312531.92
-14.75,-0.25,0,1.92E+06
-14.75,-0.75,0,-699029.4126
-14.75,-1.25,0,850024.304
-14.75,-1.75,0,911824.3156
-14.75,-2.25,0,1388327.01
-14.75,-2.75,0,-64900.12938
-14.75,-3.25,0,2948232.734
-14.75,-3.75,0,107321.1511
-14.75,-4.25,0,1260068.563
-14.75,-4.75,0,12105.16896
-14.75,-5.25,0,-2205198.274
-14.75,-5.75,0,-1086550.654
-14.75,-6.25,0,-541834.8304
-14.75,-6.75,0,778808.2392
-14.75,-7.25,0,-1332784.116
-14.75,-7.75,0,60390.99778
-14.75,-8.25,0,1870178.939
-14.75,-8.75,0,-635221.6274
-14.75,-9.25,0,-319347.5204
-14.75,-9.75,0,-38988.28039
-14.75,-10.25,0,2136923.753
-14.75,-10.75,0,2095100.517
-14.75,-11.25,0,-130938.9999
-14.75,-11.75,0,-1856517.531
-14.75,-12.25,0,891997.3986
-14.75,-12.75,0,1751278.189
-14.75,-13.25,0,-1476908.322
-14.75,-13.75,0,-1731403.629
-14.75,-14.25,0,156924.5579
-14.75,-14.75,0,28069.12311
-14.25,14.75,0,303108.7177
-14.25,14.25,0,-1253218.658
-14.25,13.75,0,735499.4248
-14.25,13.25,0,-154305.0955
-14.25,12.75,0,-554794.7183
-14.25,12.25,0,2136769.765
-14.25,11.75,0,3714943.406
-14.25,11.25,0,294982.0119
-14.25,10.75,0,27588.91873
-14.25,10.25,0,-641660.0122
-14.25,9.75,0,-991362.9897
-14.25,9.25,0,-2435483.063
-14.25,8.75,0,-223108.2528
-14.25,8.25,0,548610.5387
-14.25,7.75,0,-962791.2097
-14.25,7.25,0,-18868.67004
-14.25,6.75,0,-389979.8025
-14.25,6.25,0,-691185.4631
-14.25,5.75,0,867732.8366
-14.25,5.25,0,-3771639.744
-14.25,4.75,0,1401147.203
-14.25,4.25,0,2103342.927
-14.25,3.75,0,-612802.7313
-14.25,3.25,0,1375060.789
-14.25,2.75,0,-868191.7326
